candidate_id,clean_text
CAND_0000031,Recommendation Systems Engineer Search Ranking Retrieval Machine learning engineer with 6 0 years of experience building ML powered features in production Strong background in NLP recommendation systems and applied AI comfortable across the ML stack from feature engineering through deployment Recently I led the team that migrated our keyword search based product to embedding based retrieval I ve learned that most retrieval problems are actually evaluation problems in disguise My academic background is in CS ML but my main learning has come from shipping real systems and seeing what holds up under production load Open to senior IC roles in applied ML or AI engineering ideally at product companies where I d own a meaningful piece of the ML stack Trained and shipped multiple ranking models for our product s discovery feed using XGBoost and LightGBM Designed features across three families content metadata user behavior signals and item engagement history Owned the offline online correlation analysis that determined which offline metrics actually predicted A B test outcomes Worked closely with PMs to define the optimization target click through vs dwell time vs downstream conversion that work was as important as the modeling itself Trained and shipped multiple ranking models for our product s discovery feed using XGBoost and LightGBM Designed features across three families content metadata user behavior signals and item engagement history Owned the offline online correlation analysis that determined which offline metrics actually predicted A B test outcomes Worked closely with PMs to define the optimization target click through vs dwell time vs downstream conversion that work was as important as the modeling itself Trained and shipped multiple ranking models for our product s discovery feed using XGBoost and LightGBM Designed features across three families content metadata user behavior signals and item engagement history Owned the offline online correlation analysis that determined which offline metrics actually predicted A B test outcomes Worked closely with PMs to define the optimization target click through vs dwell time vs downstream conversion that work was as important as the modeling itself Owned the ranking layer for an e commerce search product evolving it from a hand tuned scoring function to a learning to rank model over 9 months Designed the relevance labeling pipeline mix of click through data and explicit human judgments the feature pipeline and the training eval workflow Most of the work was infrastructure and data quality the modeling part was almost the easy bit Final model improved revenue per search by 12
CAND_0000032,NET Developer Full stack development Software engineer with 8 1 years of experience across web backend and cloud systems Strong fundamentals in software development and system design Most of my work is conventional backend engineering APIs databases queues deployments I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Java backend development at a large enterprise Spring Boot microservices Kafka for inter service messaging Postgres Redis for storage Worked on the customer onboarding flow which involved orchestrating multiple downstream services Solid on the Spring ecosystem transaction handling and the operational side of Java services Looking to either go deeper on distributed systems or expand into modern application stacks Test automation and QA engineering for a fintech product Built and maintained the end to end test suite using Selenium and pytest plus the load testing setup using Locust Worked closely with developers on testability patterns and with product on acceptance criteria Recent work has been on shifting test responsibility into the dev team moving from QA as gate to QA as coach Career has been entirely in QA test engineering Full stack web application development at a SaaS company Built React based admin interfaces and the Node js REST API backing them Worked across the stack frontend components REST endpoint design PostgreSQL schema deployment via Docker Kubernetes Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side Recent learning has been on the testing and CI CD discipline
CAND_0000033,Graphic Designer Helping teams scale Professional with 8 6 years of experience I m a marketing manager with substantial experience in cross functional collaboration stakeholder management and execution Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Business analyst at a consulting firm working primarily with retail and CPG clients Conducted business diagnostics process re engineering work and digital transformation strategy projects Strong on stakeholder management structured problem solving and the typical consulting toolkit slide craft Excel modeling executive communication Recent project work involved AI strategy advisory but my own technical depth in AI is limited Senior accounting role at a mid sized company month end close financial reporting statutory compliance GAAP Ind AS and tax filings Owned the GL fixed asset register and the audit readiness function Managed a team of 3 staff accountants Built strong process discipline around the close cycle reducing close time from 12 days to 7 over the last two years Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders
CAND_0000034,Business Analyst Driving business outcomes Professional with 14 5 years of experience I m a marketing manager with substantial experience in cross functional collaboration stakeholder management and execution Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Content writing and SEO strategy for a tech focused publication Wrote longform articles on developer tools cloud platforms and AI ML topics including some that ranked on the first page of search for high competition keywords Managed a freelance writer pool and the editorial calendar Recent work has been on AI assisted content production using LLM tools for research drafting and editing while maintaining editorial quality Business analyst at a consulting firm working primarily with retail and CPG clients Conducted business diagnostics process re engineering work and digital transformation strategy projects Strong on stakeholder management structured problem solving and the typical consulting toolkit slide craft Excel modeling executive communication Recent project work involved AI strategy advisory but my own technical depth in AI is limited Business analyst at a consulting firm working primarily with retail and CPG clients Conducted business diagnostics process re engineering work and digital transformation strategy projects Strong on stakeholder management structured problem solving and the typical consulting toolkit slide craft Excel modeling executive communication Recent project work involved AI strategy advisory but my own technical depth in AI is limited Business analyst at a consulting firm working primarily with retail and CPG clients Conducted business diagnostics process re engineering work and digital transformation strategy projects Strong on stakeholder management structured problem solving and the typical consulting toolkit slide craft Excel modeling executive communication Recent project work involved AI strategy advisory but my own technical depth in AI is limited Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up
CAND_0000035,Full Stack Developer Backend systems APIs Software engineer with 4 3 years of experience across web backend and cloud systems Strong fundamentals in software development and system design My background is full stack but my comfort zone is the backend and the database I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Full stack web application development at a SaaS company Built React based admin interfaces and the Node js REST API backing them Worked across the stack frontend components REST endpoint design PostgreSQL schema deployment via Docker Kubernetes Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side Recent learning has been on the testing and CI CD discipline Frontend engineering at a media company React TypeScript and the typical surrounding tooling Webpack Jest Cypress Built the company s design system from scratch and led the migration from a legacy AngularJS app Strong on the frontend craft accessibility performance animations but limited backend exposure
CAND_0000036,Project Manager 11 3 yrs experience Professional with 11 3 years of experience I m a marketing manager with substantial experience in cross functional collaboration stakeholder management and execution Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Brand design and creative direction at a consumer products company Owned brand identity logo visual system typography packaging design and digital creative across web and social Led the recent rebrand and managed a small external agency for production work Comfortable across the Adobe suite Figma and the production side of brand and packaging design Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Brand design and creative direction at a consumer products company Owned brand identity logo visual system typography packaging design and digital creative across web and social Led the recent rebrand and managed a small external agency for production work Comfortable across the Adobe suite Figma and the production side of brand and packaging design Senior accounting role at a mid sized company month end close financial reporting statutory compliance GAAP Ind AS and tax filings Owned the GL fixed asset register and the audit readiness function Managed a team of 3 staff accountants Built strong process discipline around the close cycle reducing close time from 12 days to 7 over the last two years Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up
CAND_0000037,Business Analyst 14 3 yrs experience Professional with 14 3 years of experience I ve spent my career in marketing manager roles mostly focused on driving outcomes through process people and customer relationships Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Business analyst at a consulting firm working primarily with retail and CPG clients Conducted business diagnostics process re engineering work and digital transformation strategy projects Strong on stakeholder management structured problem solving and the typical consulting toolkit slide craft Excel modeling executive communication Recent project work involved AI strategy advisory but my own technical depth in AI is limited Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Brand design and creative direction at a consumer products company Owned brand identity logo visual system typography packaging design and digital creative across web and social Led the recent rebrand and managed a small external agency for production work Comfortable across the Adobe suite Figma and the production side of brand and packaging design
CAND_0000038,Java Developer Cloud DevOps Software engineer with 6 7 years of experience across web backend and cloud systems Strong fundamentals in software development and system design My background is full stack but my comfort zone is the backend and the database I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Frontend engineering at a media company React TypeScript and the typical surrounding tooling Webpack Jest Cypress Built the company s design system from scratch and led the migration from a legacy AngularJS app Strong on the frontend craft accessibility performance animations but limited backend exposure Java backend development at a large enterprise Spring Boot microservices Kafka for inter service messaging Postgres Redis for storage Worked on the customer onboarding flow which involved orchestrating multiple downstream services Solid on the Spring ecosystem transaction handling and the operational side of Java services Looking to either go deeper on distributed systems or expand into modern application stacks Frontend engineering at a media company React TypeScript and the typical surrounding tooling Webpack Jest Cypress Built the company s design system from scratch and led the migration from a legacy AngularJS app Strong on the frontend craft accessibility performance animations but limited backend exposure
CAND_0000039,Marketing Manager Helping teams scale Professional with 3 9 years of experience My professional background is in marketing manager I ve built and led teams owned KPIs and driven business outcomes in this domain Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up Brand design and creative direction at a consumer products company Owned brand identity logo visual system typography packaging design and digital creative across web and social Led the recent rebrand and managed a small external agency for production work Comfortable across the Adobe suite Figma and the production side of brand and packaging design
CAND_0000040,Customer Support Helping teams scale Professional with 1 6 years of experience I ve spent my career in marketing manager roles mostly focused on driving outcomes through process people and customer relationships Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders
CAND_0000041,Operations Manager Helping teams scale Professional with 13 7 years of experience I ve spent my career in marketing manager roles mostly focused on driving outcomes through process people and customer relationships Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Customer support team lead at a SaaS product Managed a team of 8 support agents handling tier 1 and tier 2 tickets owned the escalation process to engineering and the customer feedback loop to product Built out the support knowledge base and the agent training program Strong on the people management side and the process side lighter on technical depth beyond product expertise Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months Customer support team lead at a SaaS product Managed a team of 8 support agents handling tier 1 and tier 2 tickets owned the escalation process to engineering and the customer feedback loop to product Built out the support knowledge base and the agent training program Strong on the people management side and the process side lighter on technical depth beyond product expertise Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment
CAND_0000042,HR Manager 5 0 yrs experience Professional with 5 0 years of experience I m a marketing manager with substantial experience in cross functional collaboration stakeholder management and execution Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Content writing and SEO strategy for a tech focused publication Wrote longform articles on developer tools cloud platforms and AI ML topics including some that ranked on the first page of search for high competition keywords Managed a freelance writer pool and the editorial calendar Recent work has been on AI assisted content production using LLM tools for research drafting and editing while maintaining editorial quality Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment
CAND_0000043,Cloud Engineer Full stack development Software engineer with 8 3 years of experience across web backend and cloud systems Strong fundamentals in software development and system design I ve worked across web frontends REST APIs and cloud deployments comfortable in most parts of a typical SaaS stack I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Test automation and QA engineering for a fintech product Built and maintained the end to end test suite using Selenium and pytest plus the load testing setup using Locust Worked closely with developers on testability patterns and with product on acceptance criteria Recent work has been on shifting test responsibility into the dev team moving from QA as gate to QA as coach Career has been entirely in QA test engineering Cloud infrastructure and DevOps work at an enterprise SaaS company Owned the AWS account architecture VPC IAM networking the Terraform modules for our service deployments and the Kubernetes cluster operations Designed the CI CD pipelines GitLab CI ArgoCD and the monitoring stack Prometheus Grafana Loki Strong on the infra and ops side haven t done much application development Android mobile development using Java and more recently Kotlin at a consumer app company Built and maintained multiple production features including the main shopping flow push notification system and the offline first sync layer Comfortable with the Android framework Jetpack components and the typical patterns MVVM Hilt Coroutines My career has been entirely on mobile so far interested in expanding into broader backend or platform engineering Android mobile development using Java and more recently Kotlin at a consumer app company Built and maintained multiple production features including the main shopping flow push notification system and the offline first sync layer Comfortable with the Android framework Jetpack components and the typical patterns MVVM Hilt Coroutines My career has been entirely on mobile so far interested in expanding into broader backend or platform engineering
CAND_0000044,Frontend Engineer Backend systems APIs Software engineer with 5 7 years of experience across web backend and cloud systems Strong fundamentals in software development and system design I ve spent most of my career on web and API development Python Django and Node js mostly I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Java backend development at a large enterprise Spring Boot microservices Kafka for inter service messaging Postgres Redis for storage Worked on the customer onboarding flow which involved orchestrating multiple downstream services Solid on the Spring ecosystem transaction handling and the operational side of Java services Looking to either go deeper on distributed systems or expand into modern application stacks Frontend engineering at a media company React TypeScript and the typical surrounding tooling Webpack Jest Cypress Built the company s design system from scratch and led the migration from a legacy AngularJS app Strong on the frontend craft accessibility performance animations but limited backend exposure
CAND_0000045,Project Manager 12 2 yrs experience Professional with 12 2 years of experience My professional background is in marketing manager I ve built and led teams owned KPIs and driven business outcomes in this domain Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up Customer support team lead at a SaaS product Managed a team of 8 support agents handling tier 1 and tier 2 tickets owned the escalation process to engineering and the customer feedback loop to product Built out the support knowledge base and the agent training program Strong on the people management side and the process side lighter on technical depth beyond product expertise Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Customer support team lead at a SaaS product Managed a team of 8 support agents handling tier 1 and tier 2 tickets owned the escalation process to engineering and the customer feedback loop to product Built out the support knowledge base and the agent training program Strong on the people management side and the process side lighter on technical depth beyond product expertise Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders
CAND_0000046,Mechanical Engineer 7 8 yrs experience Professional with 7 8 years of experience I ve spent my career in marketing manager roles mostly focused on driving outcomes through process people and customer relationships Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Customer support team lead at a SaaS product Managed a team of 8 support agents handling tier 1 and tier 2 tickets owned the escalation process to engineering and the customer feedback loop to product Built out the support knowledge base and the agent training program Strong on the people management side and the process side lighter on technical depth beyond product expertise Marketing leadership role at a B2B SaaS company Owned the demand generation function content marketing paid acquisition SEO email nurture Built and managed a team of 5 across content performance marketing and marketing operations Worked closely with sales on lead quality definitions and the SDR handoff process Recent focus has been on account based marketing for our enterprise segment Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months
CAND_0000047,Project Manager Helping teams scale Professional with 2 4 years of experience My professional background is in marketing manager I ve built and led teams owned KPIs and driven business outcomes in this domain Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months
CAND_0000048,Mobile Developer Full stack development Software engineer with 9 7 years of experience across web backend and cloud systems Strong fundamentals in software development and system design I ve worked across web frontends REST APIs and cloud deployments comfortable in most parts of a typical SaaS stack I ve been keeping up with AI ML at a self learner level taken some online courses played with the OpenAI and Anthropic APIs built a small RAG side project but I haven t done it in a professional capacity yet Open to roles where I can either deepen my software engineering work or if the team is open to it start contributing to ML adjacent systems Frontend engineering at a media company React TypeScript and the typical surrounding tooling Webpack Jest Cypress Built the company s design system from scratch and led the migration from a legacy AngularJS app Strong on the frontend craft accessibility performance animations but limited backend exposure Android mobile development using Java and more recently Kotlin at a consumer app company Built and maintained multiple production features including the main shopping flow push notification system and the offline first sync layer Comfortable with the Android framework Jetpack components and the typical patterns MVVM Hilt Coroutines My career has been entirely on mobile so far interested in expanding into broader backend or platform engineering Java backend development at a large enterprise Spring Boot microservices Kafka for inter service messaging Postgres Redis for storage Worked on the customer onboarding flow which involved orchestrating multiple downstream services Solid on the Spring ecosystem transaction handling and the operational side of Java services Looking to either go deeper on distributed systems or expand into modern application stacks Android mobile development using Java and more recently Kotlin at a consumer app company Built and maintained multiple production features including the main shopping flow push notification system and the offline first sync layer Comfortable with the Android framework Jetpack components and the typical patterns MVVM Hilt Coroutines My career has been entirely on mobile so far interested in expanding into broader backend or platform engineering
CAND_0000049,Mechanical Engineer Helping teams scale Professional with 11 8 years of experience I ve spent my career in marketing manager roles mostly focused on driving outcomes through process people and customer relationships Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Enterprise sales of cloud software solutions into the mid market segment Carried a 1 8M ARR quota and consistently delivered against it across the last three years Owned the full sales cycle prospecting discovery technical evaluation with SE support commercial negotiation and close Strong on consultative selling for technical buyers comfortable engaging with both engineering and finance stakeholders Senior accounting role at a mid sized company month end close financial reporting statutory compliance GAAP Ind AS and tax filings Owned the GL fixed asset register and the audit readiness function Managed a team of 3 staff accountants Built strong process discipline around the close cycle reducing close time from 12 days to 7 over the last two years Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months
CAND_0000050,Business Analyst Helping teams scale Professional with 13 5 years of experience I m a marketing manager with substantial experience in cross functional collaboration stakeholder management and execution Lately I ve been curious about how AI tools could augment my work I ve experimented with ChatGPT and a few other tools for productivity and content creation and I think the space is exciting Open to roles where I can apply my domain expertise alongside emerging AI capabilities Mechanical engineering design role at a hardware product company Led the design of two product subsystems through full lifecycle concept DFM DFMA review prototype production tooling Comfortable with CAD SolidWorks Creo FEA ANSYS and the typical hardware development cadence Worked closely with manufacturing partners on production scale up Operations management role at a logistics company Owned daily fulfillment operations across 3 warehouses managing a team of 80 across receiving picking packing and outbound Built and tracked the operational KPIs on time fulfillment accuracy cost per order and led the continuous improvement initiatives that drove a 22 productivity gain over 18 months Senior accounting role at a mid sized company month end close financial reporting statutory compliance GAAP Ind AS and tax filings Owned the GL fixed asset register and the audit readiness function Managed a team of 3 staff accountants Built strong process discipline around the close cycle reducing close time from 12 days to 7 over the last two years Senior accounting role at a mid sized company month end close financial reporting statutory compliance GAAP Ind AS and tax filings Owned the GL fixed asset register and the audit readiness function Managed a team of 3 staff accountants Built strong process discipline around the close cycle reducing close time from 12 days to 7 over the last two years
